SL,Name of the Manufacturer,Brand Name,Dosages Description,Generic Name and Strength,DAR
2015,Remidon Homoeo Laboratory,Berberix Vulgaris,Liquid,FALSE,H-38-A-24
2016,Remidon Homoeo Laboratory,Carica Papaya,Liquid,FALSE,H-38-A-25
2017,Remidon Homoeo Laboratory,Chelidonium Majus,Liquid,FALSE,H-38-A-026
2018,Remidon Homoeo Laboratory,Caledula Officinalis,Liquid,FALSE,H-38-A-27
2019,Remidon Homoeo Laboratory,Hydrastis Candensis,Liquid,FALSE,H-38-A-28
2020,Remidon Homoeo Laboratory,Justica Adhatoda,Liquid,FALSE,H-38-A-028
2021,Remidon Homoeo Laboratory,Kalamegh,Liquid,FALSE,H-38-A-30
2022,Sufia & Co. (Homoeo),Natrum Phosophoricum,Tablet,Natrum Phosphoricum,H-71-A-3
2023,Sufia & Co. (Homoeo),Kali Phosophoricum,Tablet,Kali Phosphoricum,H-71-A-13
2024,Sufia & Co. (Homoeo),Kali Sulphuricum,Tablet,Kali Sulphuricum,H-71-A-14
2025,Sufia & Co. (Homoeo),Natrum Sulphuricum,Tablet,Natrum Sulphuricum,H-71-A-15
2026,Sufia & Co. (Homoeo),Magnesstum Phosophoricum,Tablet,Magnesia Phosphorica,H-71-A-16
2027,Sufia & Co. (Homoeo),Silicea,Tablet,Silicea,H-71-A-17
2028,Sufia & Co. (Homoeo),Kali Muriaticum,Tablet,Kali Muriaticum,H-71-A-20
2029,Sufia & Co. (Homoeo),Calcarea Sulphurica,Tablet,Calcarea Sulphurica,H-71-A-21
2030,Sufia & Co. (Homoeo),Calcarea Flourica,Tablet,Calcarea Fluorica,H-71-A-22
2031,Sufia & Co. (Homoeo),Natrum Muriaticum,Tablet,Natrum Muriaticum,H-71-A-23
2032,Sufia & Co. (Homoeo),Santonine,Tablet,Santonine 1X,H-71-A-24
2033,Sufia & Co. (Homoeo),Marcorues Solubilis,Tablet,Mercuris Solubilis 3X,H-71-A-18
2034,Sufia & Co. (Homoeo),Heper Sulphuris,Tablet,Heper Sulphurics Calcareum,H-71-A-19
2035,Sufia & Co. (Homoeo),Nux Vomica-Q,Liquid,FALSE,H-71-A-6
2036,Sufia & Co. (Homoeo),Andrograhis Paniculata,Liquid,FALSE,H-71-A-5
2037,Sufia & Co. (Homoeo),Chelidonium Majus,Liquid,FALSE,H-71-A-7
2038,Sufia & Co. (Homoeo),Avenasativa,Liquid,FALSE,H-71-A-8
2039,Sufia & Co. (Homoeo),Justicia Dhatoda,Liquid,FALSE,H-71-A-9
2040,Sufia & Co. (Homoeo),Syzgium Jambolanum,Liquid,FALSE,H-71-A-11
2041,Sufia & Co. (Homoeo),Medicago Sativa(Alfafa),Liquid,FALSE,H-71-A-12
2042,The Green Homoeo Laboratories,Aconite Nap,Liquid,FALSE,H-13-A-001
2043,The Green Homoeo Laboratories,Arnica Mont,Liquid,FALSE,H-13-A-002
2044,The Green Homoeo Laboratories,Avena Sativa,Liquid,FALSE,H-13-A-003
2045,The Green Homoeo Laboratories,Bryonia Alb,Liquid,FALSE,H-13-A-004
2046,The Green Homoeo Laboratories,Calendula,Liquid,FALSE,H-13-A-005
2047,The Green Homoeo Laboratories,Cinchona Off,Liquid,FALSE,H-13-A-006
2048,The Green Homoeo Laboratories,Crategus Oxyacantha,Liquid,FALSE,H-13-A-007
2049,The Green Homoeo Laboratories,Drosera Rotundifolia,Liquid,FALSE,H-13-A-008
2050,The Green Homoeo Laboratories,Hydrastis Candensis,Liquid,FALSE,H-13-A-009
2051,The Green Homoeo Laboratories,Medicago Sativa,Liquid,FALSE,H-13-A-010
2052,The Green Homoeo Laboratories,Nux Vomica,Liquid,FALSE,H-13-A-011
2053,The Green Homoeo Laboratories,Thuja Occidentalis,Liquid,FALSE,H-13-A-012
2054,The Green Homoeo Laboratories,Calcaria Phosphorica,Tablet,Calcarea Phosphorica,H-13-A-14
2055,The Green Homoeo Laboratories,Calcaria Fluorica,Tablet,Calcarea Fluorica,H-13-A-13
2056,The Green Homoeo Laboratories,Calcarea Sulphurica,Tablet,Calcarea Sulphurica,H-13-A-15
2057,The Green Homoeo Laboratories,Ferrus Phosphoricum,Tablet,Ferrum Phosphoricum,H-13-A-16
2058,The Green Homoeo Laboratories,Kali Muriaticum,Tablet,Kali Muriaticum,H-13-A-17
2059,The Green Homoeo Laboratories,Kali Phosphoricum,Tablet,Kali Phosphoricum,H-13-A-18
2060,The Green Homoeo Laboratories,Kali Sulphoricum,Tablet,Kali Sulphuricum,H-13-A-19
2061,The Green Homoeo Laboratories,Magnesia Phosphorica,Tablet,Magnesia Phosphorica,H-13-A-20
2062,The Green Homoeo Laboratories,Natrum Muriaticum,Tablet,Natrum Muriaticum,H-13-A-21
2063,The Green Homoeo Laboratories,Natrum,Tablet,Natrum Phosphoricum,H-13-A-22
2064,The Green Homoeo Laboratories,Natrum Sulphoricum,Tablet,Natrum Sulphuricum,H-13-A-23
2065,The Green Homoeo Laboratories,Silicea,Tablet,Silicea,H-13-A-24
2066,The Green Homoeo Laboratories,Agnus Castus,Liquid,FALSE,H-13-A-25
2067,The Green Homoeo Laboratories,Amloki,Liquid,FALSE,H-13-A-26
2068,The Green Homoeo Laboratories,Arjun,Liquid,Arjuna,H-13-A-27
2069,The Green Homoeo Laboratories,Asvagandha,Liquid,FALSE,H-13-A-28
2070,The Green Homoeo Laboratories,Belladona,Liquid,FALSE,H-13-A-29
2071,The Green Homoeo Laboratories,Berberis Vulgaris,Liquid,FALSE,H-13-A-30
2072,The Green Homoeo Laboratories,Cantharis,Liquid,FALSE,H-23-A-31
2073,The Green Homoeo Laboratories,Carduus Marianus,Liquid,FALSE,H-13-A-32
2074,The Green Homoeo Laboratories,Cassia Sophera,Liquid,FALSE,H-13-A-33
2075,The Green Homoeo Laboratories,Ceanothus Americanus,Liquid,FALSE,H-13-A-34
2076,The Green Homoeo Laboratories,Chelidonium Majus,Liquid,FALSE,H-13-A-35
2077,The Green Homoeo Laboratories,Echinacea Angustifolia,Liquid,Echinacea Angustifolia,H-13-A-36
2078,The Green Homoeo Laboratories,Fucus Vesiculosus,Liquid,FALSE,H-13-A-37
2079,The Green Homoeo Laboratories,Gossypium Herbaceum,Liquid,FALSE,H-13-A-38
2080,The Green Homoeo Laboratories,Hamamelis Virginica,Liquid,FALSE,H-13-A-39
2081,The Green Homoeo Laboratories,Jonosia Ashoka,Liquid,FALSE,H-13-A-40
2082,The Green Homoeo Laboratories,Justicia Adhatoda,Liquid,FALSE,H-13-A-41
2083,The Green Homoeo Laboratories,Pinus Lamvertiana,Liquid,FALSE,H-13-A-42
2084,The Green Homoeo Laboratories,Pulsatilla,Liquid,FALSE,H-13-A-43
2085,The Green Homoeo Laboratories,Rauwolfia,Liquid,FALSE,H-13-A-44
2086,The Green Homoeo Laboratories,Sabal Sarrulata,Liquid,FALSE,H-13-A-45
2087,The Green Homoeo Laboratories,Salix Nigra,Liquid,FALSE,H-13-A-46
2088,The Green Homoeo Laboratories,Secale Cornutum,Liquid,FALSE,H-13-A-47
2089,The Green Homoeo Laboratories,Abroma Augusta Folia,Liquid,FALSE,H-13-A-50
2090,The Green Homoeo Laboratories,Aegle Folia,Liquid,FALSE,H-13-A-51
2091,The Green Homoeo Laboratories,Andrographis Paniculta,Liquid,FALSE,H-13-A-53
2092,The Green Homoeo Laboratories,Apis Mellifica,Liquid,FALSE,H-13-A-54
2093,The Green Homoeo Laboratories,Apocynum Cannabinum,Liquid,FALSE,H-13-A-55
2094,The Green Homoeo Laboratories,Aralia Quinquefolia,Liquid,Aralia Quinquefolif,H-13-A-56
2095,The Green Homoeo Laboratories,Atista Indica,Liquid,FALSE,H-13-A-57
2096,The Green Homoeo Laboratories,Bellis Perennis,Liquid,FALSE,H-13-A-58
2097,The Green Homoeo Laboratories,Blatta Orientalis,Liquid,FALSE,H-13-A-59
2098,The Green Homoeo Laboratories,Cina,Liquid,FALSE,H-13-A-60
2099,The Green Homoeo Laboratories,Cinnamomum,Liquid,FALSE,H-13-A-61
2100,The Green Homoeo Laboratories,Collinsonia Candensis,Liquid,FALSE,H-13-A-62
2101,The Green Homoeo Laboratories,Colocynthis,Liquid,FALSE,H-13-A-63
2102,The Green Homoeo Laboratories,Chionanthus Virginica,Liquid,FALSE,H-13-A-64
2103,The Green Homoeo Laboratories,Chirata,Liquid,FALSE,H-13-A-65
2104,The Green Homoeo Laboratories,Calotropis Gigantia,Liquid,FALSE,H-13-A-66
2105,The Green Homoeo Laboratories,Carica Papaya,Liquid,FALSE,H-13-A-67
2106,The Green Homoeo Laboratories,Euphrasia Officinalis,Liquid,FALSE,H-13-A-68
2107,The Green Homoeo Laboratories,Nuphar Lutea,Liquid,FALSE,H-13-A-69
2108,The Green Homoeo Laboratories,Phytolacca Decandra,Liquid,FALSE,H-13-A-70
2109,The Green Homoeo Laboratories,Pilocarpus,Liquid,Pilocarpus,H-13-A-71
2110,The Green Homoeo Laboratories,Senecio Augrus,Liquid,FALSE,H-13-A-72
2111,The Green Homoeo Laboratories,Terminalia Chebula (Haritaki),Liquid,Terminalia Chebula (Haritaki),H-13-A-73
2112,The Green Homoeo Laboratories,Urtica Urens,Liquid,FALSE,H-13-A-74
2113,The Green Homoeo Laboratories,Adonis Ver,Liquid,FALSE,H-13-A-75
2114,The Green Homoeo Laboratories,Aesculus Hip,Liquid,FALSE,H-13-A-76
2115,The Green Homoeo Laboratories,Aletris Farinosa,Liquid,FALSE,H-13-A-77
2116,The Green Homoeo Laboratories,Alstonia Scholaris,Liquid,FALSE,H-13-A-78
2117,The Green Homoeo Laboratories,Aralia Racemosa,Liquid,FALSE,H-13-A-79
2118,The Green Homoeo Laboratories,Argentum Nit,Liquid,Argentum Nit.,H-13-A-80
2119,The Green Homoeo Laboratories,Badiaga,Liquid,Badiaga,H-13-A-81
2120,The Green Homoeo Laboratories,Syzygium Jambolanum,Liquid,FALSE,H-13-A-48
2121,The Green Homoeo Laboratories,Teucrium Marum Verum,Liquid,FALSE,H-13-A-49
2122,The Green Homoeo Laboratories,Anagallis Arvensis,Liquid,Anagallis Arvensis,H-13-A-52
2123,The Green Homoeo Laboratories,Balsamum Peru,Liquid,Balsum Peru.,H-13-A-82
2124,The Green Homoeo Laboratories,Baptisia Tinctonia,Liquid,FALSE,H-13-A-83
2125,The Green Homoeo Laboratories,Berberis Aquifolium,Liquid,FALSE,H-13-A-84
2126,The Green Homoeo Laboratories,Cactus Grandiflorus,Liquid,FALSE,H-13-A-85
2127,The Green Homoeo Laboratories,Caulophyllum Thali,Liquid,FALSE,H-13-A-86
2128,The Green Homoeo Laboratories,Actaea Recemosa,Liquid,Actaea Recemosa,H-13-A-87
2129,The Green Homoeo Laboratories,Colchicum Autumnale,Liquid,FALSE,H-13-A-88
2130,The Green Homoeo Laboratories,Condurango,Liquid,FALSE,H-13-A-89
2131,The Green Homoeo Laboratories,Cyclamen Euro,Liquid,FALSE,H-13-A-90
2132,The Green Homoeo Laboratories,Damiana,Liquid,FALSE,H-13-A-91
2133,The Green Homoeo Laboratories,Desmodium Gangeticum,Liquid,FALSE,H-13-A-92
2134,The Green Homoeo Laboratories,Dioscorea Villosa,Liquid,FALSE,H-13-A-93
2135,The Green Homoeo Laboratories,Dulcamara,Liquid,Dulcamara,H-13-A-94
2136,The Green Homoeo Laboratories,Fraxinux Americana,Liquid,FALSE,H-13-A-95
2137,The Green Homoeo Laboratories,Gelsemium Semp.,Liquid,Gelsemium Sempervirens,H-13-A-96
2138,The Green Homoeo Laboratories,Gentiana Lutea,Liquid,Gentiana Lutea,H-13-A-97
2139,The Green Homoeo Laboratories,Helonius Dio,Liquid,Helonias Dioica,H-13-A-98
2140,The Green Homoeo Laboratories,Kurchi (Holarrhena),Liquid,FALSE,H-13-A-99
2141,The Green Homoeo Laboratories,Hydrocotyle Asiatica,Liquid,FALSE,H-13-A-100
2142,The Green Homoeo Laboratories,Hygrophila Spoinosa,Liquid,FALSE,H-13-A-101
2143,The Green Homoeo Laboratories,Ipecacuanha,Liquid,FALSE,H-13-A-102
2144,The Green Homoeo Laboratories,Lycopodium Clavatum,Liquid,FALSE,H-13-A-103
2145,The Green Homoeo Laboratories,Millefolium,Liquid,FALSE,H-13-A-104
2146,The Green Homoeo Laboratories,Myristica (Nux Moschata),Liquid,Nux Moschata,H-13-A-105
2147,The Green Homoeo Laboratories,Ocimum Sanctum,Liquid,FALSE,H-13-A-106
2148,The Green Homoeo Laboratories,Passiflora Incarnata,Liquid,FALSE,H-13-A-107
2149,The Green Homoeo Laboratories,Plantago Major,Liquid,FALSE,H-13-A-108
2150,The Green Homoeo Laboratories,Podophyllum,Liquid,FALSE,H-13-A-109
2151,The Green Homoeo Laboratories,Rhus Toxicodendron,Liquid,FALSE,H-13-A-110
2152,The Green Homoeo Laboratories,Robinia Spendacocia,Liquid,Robinia Pseudacacia,H-13-A-111
2153,The Green Homoeo Laboratories,Ruta Graveolens,Liquid,Ruta Graveolens,H-13-A-112
2154,The Green Homoeo Laboratories,Sabina,Liquid,FALSE,H-13-A-113
2155,The Green Homoeo Laboratories,Santonine 1X,Tablet,Santonine 1X,H-13-A-114
2156,The Green Homoeo Laboratories,Sarsaparilla,Liquid,FALSE,H-13-A-115
2157,The Green Homoeo Laboratories,Senega,Liquid,FALSE,H-13-A-116
2158,The Green Homoeo Laboratories,Sepia,Liquid,FALSE,H-13-A-117
2159,The Green Homoeo Laboratories,Spigelia,Liquid,Spigelia,H-13-A-118
2160,The Green Homoeo Laboratories,Spongia Tosta,Liquid,FALSE,H-13-A-119
2161,The Green Homoeo Laboratories,Ustilago Maidis,Liquid,FALSE,H-13-A-120
2162,The Green Homoeo Laboratories,Viburnum Opulus,Liquid,FALSE,H-13-A-121
2163,The Green Homoeo Laboratories,Viburnum Pronifolium,Liquid,FALSE,H-13-A-122
2164,The Green Homoeo Laboratories,Xanthoxylum Fraxineum,Liquid,FALSE,H-13-A-123
2165,The Green Homoeo Laboratories,Zingiber Officinalie,Liquid,FALSE,H-13-A-124
2166,The Green Homoeo Laboratories,Acidum Phosphoricum,Liquid,Acidum Phosphoricum 1X,H-13-A-125
2167,The Green Homoeo Laboratories,Allium Cepa,Liquid,FALSE,H-13-A-126
2168,The Green Homoeo Laboratories,Arsenicum Sulphratum Flavum,Tablet,Arsenicum Sulphuratum Flavum 3X,H-13-A-127
2169,The Green Homoeo Laboratories,Aspidosperma,Liquid,Aspidosperma,H-13-A-128
2170,The Green Homoeo Laboratories,Azadirachta Indica,Liquid,FALSE,H-13-A-129
2171,The Green Homoeo Laboratories,Bovista,Liquid,FALSE,H-13-A-130
2172,The Green Homoeo Laboratories,Capsicum Annum,Liquid,FALSE,H-13-A-131
2173,The Green Homoeo Laboratories,Cephalandra Indica,Liquid,FALSE,H-13-A-132
2174,The Green Homoeo Laboratories,Graphities,Tablet,Graphites 1X,H-13-A-133
2175,The Green Homoeo Laboratories,Guaiacum Officinaole,Liquid,Guaiacum,H-13-A-134
2176,The Green Homoeo Laboratories,Gymnema Sylvestre,Liquid,FALSE,H-13-A-135
2177,The Green Homoeo Laboratories,Helleborus Niger,Liquid,Helleborus Niger,H-13-A-136
2178,The Green Homoeo Laboratories,Hecla Lava,Tablet,Hekla Lava/Hecla Lava,H-13-A-137
2179,The Green Homoeo Laboratories,Hepar Sulphuris Calcareum,Tablet,Heper Sulphurics Calcareum,H-13-A-138
2180,The Green Homoeo Laboratories,Kreosote,Liquid,Kreosote,H-13-A-139
2181,The Green Homoeo Laboratories,Lemna Minor,Liquid,Lemnna Minor,H-13-A-140
2182,The Green Homoeo Laboratories,Mercuris Solubilis,Tablet,Mercurius Solubilis,H-13-A-141
2183,The Green Homoeo Laboratories,Mullein (Verbascum Thapsus),Liquid,FALSE,H-13-A-142
2184,The Green Homoeo Laboratories,Ornithogalum Umbellatum,Liquid,Ornitho Galum Umb-Q,H-13-A-143
2185,The Green Homoeo Laboratories,Paeonia Officinalis,Liquid,Paeonia Officinalis,H-13-A-144
2186,The Green Homoeo Laboratories,Ratanhia,Liquid,FALSE,H-13-A-145
2187,The Green Homoeo Laboratories,Sanguinaria Canadensis,Liquid,Sanguinaria Canadensis,H-13-A-146
2188,The Green Homoeo Laboratories,Sarracenia Purpurea,Liquid,Sarracenia Purpurea,H-13-A-147
2189,The Green Homoeo Laboratories,Selenium,Tablet,Selenium,H-13-A-148
2190,The Green Homoeo Laboratories,Staphysagria,Liquid,FALSE,H-13-A-149
2191,The Green Homoeo Laboratories,Symphytum Officinale,Liquid,Symphytum Off.,H-13-A-150
2192,The Green Homoeo Laboratories,Titanium,Tablet,Titanium,H-13-A-151
2193,The Green Homoeo Laboratories,Tribulus Terrestres,Liquid,FALSE,H-13-A-152
2194,The Green Homoeo Laboratories,Yerba Santa (Eriodictyon Glutu,Liquid,Yerba Santa,H-13-A-153
2195,The Green Homoeo Laboratories,Yohimbinum,Liquid,Yohimbinum,H-13-A-154
2196,The Green Homoeo Laboratories,Alfa Super,Liquid,FALSE,H-13-A-155
2197,The Green Homoeo Laboratories,Alfavit,Liquid,Acid Formic 5X + Acid Tart 4X + Cobalt Nit 5X + Cuprum Aset 5X + Ferrum Phos 5X + Magnum Acet 5X + Mg Borocytrate 5X + Zinc Sulphate 5X,H-13-A-156
2198,The Green Homoeo Laboratories,G-Viton,Liquid,Alfalfa 1X + Cal Phos 8X + Echinacea + Ferrum Phos 8X + formic Acid 3X + Hydrastis Can 2X + Kali Phos 6X + Mag Phos 8X + Nat Phos 6X,H-13-A-157
2199,The Green Homoeo Laboratories,Gastrolin,Tablet,FALSE,H-13-A-158
2200,The Green Homoeo Laboratories,Alfalco,Liquid,Acid Formic 5X + Acid Tart 4X + Cobalt Nit 5X + Cuprum Aset 5X + Ferrum Phos 8X + Magnesium Borocit-5X + Manganum Acet 5X + Zinc Sulphate 5X,H-13-A-159
2201,The Green Homoeo Laboratories,Stromolin,Liquid,FALSE,H-13-A-160
2202,The Green Homoeo Laboratories,Diacure,Tablet,Cal Phos 3X + Ferrum Phos 3X + Kali Phos 3X + Nat Phos 3X + Nat Sulph 3X,H-13-A-161
2203,The Green Homoeo Laboratories,Familin,Liquid,FALSE,H-13-A-162
2204,The Green Homoeo Laboratories,Baby Care,Liquid,FALSE,H-13-A-163
2205,The Green Homoeo Laboratories,Tonicard,Drops,FALSE,H-13-A-164
2206,The Green Homoeo Laboratories,Kassia,Drops,FALSE,H-13-A-165
2207,The Green Homoeo Laboratories,Santone,Tablet,Filix Mas. 1x + Merc. Dul. 2x + Nat. Crab. 3x + Santoninum 1x + Stannum Met. 1x,H-13-A-166
2208,The Green Homoeo Laboratories,Skin Care,Ointment,FALSE,H-13-A-167
2209,The Green Homoeo Laboratories,Scabgard,Ointment,FALSE,H-13-A-168
2210,The Green Homoeo Laboratories,High Tone,Drops,Aurum Iodide 200 X + Conium Mac 6X + Glonoinum 2X + Kali Phos 6X + Kalmia L 3X + Lycopodium C 3X + Rawolfia Ser 3X + Viscum Alb 2X,H-13-A-169
2211,The Green Homoeo Laboratories,G-Cold,Drops,FALSE,H-13-A-170
2212,The Green Homoeo Laboratories,G-Phos,Tablet,Cale Phos-6X + Ferrum Phosphoricum 6X + Kali Phos 6X + Magnesia Phosphoricum 6X + Nat Phos 6X,H-13-A-171
2213,The Green Homoeo Laboratories,G-Fort,Tablet,FALSE,H-13-A-172
2214,The Green Homoeo Laboratories,Rhomo Oil,Oil (Liquid),Bryonia Alb. 2x + Camphora-1X + Menthol-1X + Rhus Tox-1X + Symphytum Off-1X + Terebinthina-1X + Thaimol-1X,H-13-A-173
2215,The Green Homoeo Laboratories,Earton,Drops,FALSE,H-13-A-174
2216,The Green Homoeo Laboratories,Bio-Green-2,Tablet,Kali Phos 3X + Magnesia Phosphoricum 3X + Nat Sulph 3X + Natrum Mur 6X,H-13-A-175
2217,The Green Homoeo Laboratories,Bio-Green-7,Tablet,Calcaria Phosphorica 3X + Ferrum Phosphoricum 3X + Kali Phos 3X + Nat Phos 3X + Nat Sulph 3X,H-13-A-176
2218,The Green Homoeo Laboratories,Bio-Green-9,Tablet,Ferrum Phos 3X + Kali Mur 3X + Kali Phos 3X + Magnesia Phosphoricum 3X,H-13-A-177
2219,The Green Homoeo Laboratories,Bio-Green-10,Tablet,Cal Phos 3X + Ferrum Phos 3X + Kali Mur 3X,H-13-A-178
2220,The Green Homoeo Laboratories,Bio-Green-12,Tablet,Ferrum Phosphoricum 3X + Kali Phos 3X + Magnesia Phosphoricum 3X + Nat Mur 3X,H-13-A-179
2221,The Green Homoeo Laboratories,Bio-Green-13,Tablet,Calcaria Phosphorica 3X + Kali Phos 3X + Kali Sulph 3X + Nat Mur 3X,H-13-A-180
2222,The Green Homoeo Laboratories,Bio-Green-15,Tablet,Calcaria Phosphorica 3X + Ferrum Phosphoricum 3X + Kali Phos 3X + Kali Sulph 3X + Magnesia Phosphoricum 3X,H-13-A-181
2223,The Green Homoeo Laboratories,Bio-Green-17,Tablet,Calcaria Fluorica 3X + Ferrum Phosphoricum 3X + Kali Mur 3X + Kali Phos 3X,H-13-A-182
2224,The Green Homoeo Laboratories,Bio-Green-20,Tablet,Calc. Sulph. 6x + Calcaria Fluorica 3X + Kali Sulph 3X + Nat Sulph 3X + Natrum Mur 6X,H-13-A-183
2225,The Green Homoeo Laboratories,Bio-Green-24,Tablet,Calcaria Phosphorica 3X + Ferrum Phosphoricum 3X + Kali Phos 3X + Magnesia Phosphoricum 3X + Nat Phos 3X,H-13-A-184
2226,The Homoeo Research Laboratory (BD) Ltd.,Acidum Phosphoricum,Liquid,FALSE,H-19-A-2
2227,The Homoeo Research Laboratory (BD) Ltd.,Aconite Napellus,Liquid,FALSE,H-19-A-3
2228,The Homoeo Research Laboratory (BD) Ltd.,Agnus Castus,Liquid,FALSE,H-19-A-4
2229,The Homoeo Research Laboratory (BD) Ltd.,Allium Cepa,Liquid,FALSE,H-19-A-5
2230,The Homoeo Research Laboratory (BD) Ltd.,Alfalfa,Liquid,FALSE,H-19-A-6
2231,The Homoeo Research Laboratory (BD) Ltd.,Alstonia Scholaris,Liquid,FALSE,H-19-A-7
2232,The Homoeo Research Laboratory (BD) Ltd.,Adrographis Paniculata,Liquid,FALSE,H-19-A-8
2233,The Homoeo Research Laboratory (BD) Ltd.,Apis Mellifica,Liquid,FALSE,H-19-A-9
2234,The Homoeo Research Laboratory (BD) Ltd.,Arnica Montana,Liquid,FALSE,H-19-A-10
2235,The Homoeo Research Laboratory (BD) Ltd.,Amloki,Liquid,FALSE,H-19-A-11
2236,The Homoeo Research Laboratory (BD) Ltd.,Atista Radix,Liquid,FALSE,H-19-A-12
2237,The Homoeo Research Laboratory (BD) Ltd.,Avena Sativa,Liquid,FALSE,H-19-A-13
2238,The Homoeo Research Laboratory (BD) Ltd.,Azadirachta Indica,Liquid,FALSE,H-19-A-14
2239,The Homoeo Research Laboratory (BD) Ltd.,Blatta Orientalis,Liquid,FALSE,H-19-A-15
2240,The Homoeo Research Laboratory (BD) Ltd.,Bryonia Alb,Liquid,FALSE,H-19-A-16
2241,The Homoeo Research Laboratory (BD) Ltd.,Berberis Vulgaris,Liquid,FALSE,H-19-A-17
2242,The Homoeo Research Laboratory (BD) Ltd.,Belladonna,Liquid,FALSE,H-19-A-18
2243,The Homoeo Research Laboratory (BD) Ltd.,Cantharis,Liquid,FALSE,H-19-A-19
2244,The Homoeo Research Laboratory (BD) Ltd.,Cynodon,Liquid,FALSE,H-19-A-20
2245,The Homoeo Research Laboratory (BD) Ltd.,Carica Papaya,Liquid,FALSE,H-19-A-21
2246,The Homoeo Research Laboratory (BD) Ltd.,Calotropis Gigantia,Liquid,FALSE,H-19-A-22
2247,The Homoeo Research Laboratory (BD) Ltd.,Cephalandra Indica,Liquid,FALSE,H-19-A-23
2248,The Homoeo Research Laboratory (BD) Ltd.,Cina,Liquid,FALSE,H-19-A-24
2249,The Homoeo Research Laboratory (BD) Ltd.,Cassia Sophera,Liquid,FALSE,H-19-A-25
2250,The Homoeo Research Laboratory (BD) Ltd.,Cratagus Oxyacantha,Liquid,FALSE,H-19-A-26
2251,The Homoeo Research Laboratory (BD) Ltd.,Cocculus Indicus,Liquid,Cocculus Indicus,H-19-A-27
2252,The Homoeo Research Laboratory (BD) Ltd.,Camphora,Liquid,Camphora,H-19-A-28
2253,The Homoeo Research Laboratory (BD) Ltd.,Calendula,Liquid,FALSE,H-19-A-29
2254,The Homoeo Research Laboratory (BD) Ltd.,China Officinalis,Liquid,Chinchona Officinalis  China,H-19-A-30
2255,The Homoeo Research Laboratory (BD) Ltd.,Colocynthis,Liquid,FALSE,H-19-A-31
2256,The Homoeo Research Laboratory (BD) Ltd.,Chelidonium Majus,Liquid,FALSE,H-19-A-32
2257,The Homoeo Research Laboratory (BD) Ltd.,Drosera Rotundifolia,Liquid,FALSE,H-19-A-33
2258,The Homoeo Research Laboratory (BD) Ltd.,Digitalis Purpuea,Liquid,FALSE,H-19-A-34
2259,The Homoeo Research Laboratory (BD) Ltd.,Dioscorea Villosa,Liquid,FALSE,H-19-A-35
2260,The Homoeo Research Laboratory (BD) Ltd.,Desmodium Gangeticum,Liquid,FALSE,H-19-A-136
2261,The Homoeo Research Laboratory (BD) Ltd.,Echinacea Angustifolia,Liquid,Echinacea Angustifolia,H-19-A-37
2262,The Homoeo Research Laboratory (BD) Ltd.,Fraxinus Americana,Liquid,FALSE,H-19-A-38
2263,The Homoeo Research Laboratory (BD) Ltd.,Ginseng,Liquid,Ginseng,H-19-A-39
2264,The Homoeo Research Laboratory (BD) Ltd.,Hamamelis Virginaca,Liquid,FALSE,H-19-A-40
2265,The Homoeo Research Laboratory (BD) Ltd.,Hydrocotyle Asiatica,Liquid,FALSE,H-19-A-41
2266,The Homoeo Research Laboratory (BD) Ltd.,Hydrastis Candensis,Liquid,FALSE,H-19-A-42
2267,The Homoeo Research Laboratory (BD) Ltd.,Hyoscyamus Niger,Liquid,Hyoscyamus Niger,H-19-A-43
2268,The Homoeo Research Laboratory (BD) Ltd.,Justicia Adhatoda,Liquid,FALSE,H-19-A-45
2269,The Homoeo Research Laboratory (BD) Ltd.,Jonosia Asoka,Liquid,FALSE,H-19-A-46
2270,The Homoeo Research Laboratory (BD) Ltd.,Luffa Bindal,Liquid,FALSE,H-19-A-47
2271,The Homoeo Research Laboratory (BD) Ltd.,Lycopodium Clavatum,Liquid,FALSE,H-19-A-48
2272,The Homoeo Research Laboratory (BD) Ltd.,Nux Vomica,Liquid,FALSE,H-19-A-49
2273,The Homoeo Research Laboratory (BD) Ltd.,Nux Moschata,Liquid,Nux Moschata,H-19-A-50
2274,The Homoeo Research Laboratory (BD) Ltd.,Phytolacca Decandra,Liquid,FALSE,H-19-A-51
2275,The Homoeo Research Laboratory (BD) Ltd.,Passiflora Incarnata,Liquid,FALSE,H-19-A-52
2276,The Homoeo Research Laboratory (BD) Ltd.,Pulsatilla,Liquid,FALSE,H-19-A-53
2277,The Homoeo Research Laboratory (BD) Ltd.,Plantago Major,Liquid,FALSE,H-19-A-54
2278,The Homoeo Research Laboratory (BD) Ltd.,Rauwolfia,Liquid,FALSE,H-19-A-55
2279,The Homoeo Research Laboratory (BD) Ltd.,Terminalia Arjuna,Liquid,FALSE,H-19-A-56
2280,The Homoeo Research Laboratory (BD) Ltd.,Withania Somnifera,Liquid,Withania Somnifera,H-19-A-57
2281,Unique Homoeo Laboratory (Pvt) Ltd.,Feruum Phosphoricum,Tablet,Ferrum Phosphoricum,H-11-A-1
2282,Unique Homoeo Laboratory (Pvt) Ltd.,Magnesium Phosphoricum,Tablet,Magnesia Phosphorica,H-11-A-2
2283,Unique Homoeo Laboratory (Pvt) Ltd.,kali Muriaticum,Tablet,Kali Muriaticum,H-11-A-3
